Simulation,Team,Player_1_Name,Player_1_Position,Player_1_Team,Player_2_Name,Player_2_Position,Player_2_Team,Player_3_Name,Player_3_Position,Player_3_Team,Player_4_Name,Player_4_Position,Player_4_Team,Player_5_Name,Player_5_Position,Player_5_Team,Player_6_Name,Player_6_Position,Player_6_Team
217,Team 1298,CeeDee Lamb,WR,Dallas Cowboys,Marvin Harrison,WR,Arizona Cardinals,Brandon Aiyuk,WR,San Francisco 49ers,Kyren Williams,RB,Los Angeles Rams,Anthony Richardson,QB,Indianapolis Colts,Trey McBride,TE,Arizona Cardinals
217,Team 1299,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Deebo Samuel,WR,San Francisco 49ers,De'Von Achane,RB,Miami Dolphins,Trevor Lawrence,QB,Jacksonville Jaguars,Jake Ferguson,TE,Dallas Cowboys
217,Team 1300,Amon-Ra St. Brown,WR,Detroit Lions,A.J. Brown,WR,Philadelphia Eagles,Drake London,WR,Atlanta Falcons,Saquon Barkley,RB,Philadelphia Eagles,Jared Goff,QB,Detroit Lions,Travis Kelce,TE,Kansas City Chiefs
217,Team 1301,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Joe Burrow,QB,Cincinnati Bengals,David Njoku,TE,Cleveland Browns
217,Team 1302,Bijan Robinson,RB,Atlanta Falcons,Justin Jefferson,WR,Minnesota Vikings,Chris Olave,WR,New Orleans Saints,Jonathan Taylor,RB,Indianapolis Colts,Josh Allen,QB,Buffalo Bills,Dalton Kincaid,TE,Buffalo Bills
218,Team 1303,Christian McCaffrey,RB,San Francisco 49ers,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,Brandon Aiyuk,WR,San Francisco 49ers,Dalton Kincaid,TE,Buffalo Bills,Kyler Murray,QB,Arizona Cardinals
218,Team 1304,Tyreek Hill,WR,Miami Dolphins,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Tua Tagovailoa,QB,Miami Dolphins,Trey McBride,TE,Arizona Cardinals
218,Team 1305,CeeDee Lamb,WR,Dallas Cowboys,Garrett Wilson,WR,NY Jets,Nico Collins,WR,Houston Texans,De'Von Achane,RB,Miami Dolphins,Dak Prescott,QB,Dallas Cowboys,Jake Ferguson,TE,Dallas Cowboys
218,Team 1306,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,Jalen Hurts,QB,Philadelphia Eagles,Dallas Goedert,TE,Philadelphia Eagles
218,Team 1307,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,David Njoku,TE,Cleveland Browns,Lamar Jackson,QB,Baltimore Ravens
218,Team 1308,Amon-Ra St. Brown,WR,Detroit Lions,Breece Hall,RB,NY Jets,Chris Olave,WR,New Orleans Saints,Deebo Samuel,WR,San Francisco 49ers,Sam LaPorta,TE,Detroit Lions,Jared Goff,QB,Detroit Lions
219,Team 1309,CeeDee Lamb,WR,Dallas Cowboys,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,Brandon Aiyuk,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Jake Ferguson,TE,Dallas Cowboys
219,Team 1310,Tyreek Hill,WR,Miami Dolphins,Puka Nacua,WR,Los Angeles Rams,Nico Collins,WR,Houston Texans,Kyren Williams,RB,Los Angeles Rams,Dalton Schultz,TE,Houston Texans,Lamar Jackson,QB,Baltimore Ravens
219,Team 1311,Ja'Marr Chase,WR,Cincinnati Bengals,Garrett Wilson,WR,NY Jets,Drake London,WR,Atlanta Falcons,De'Von Achane,RB,Miami Dolphins,Joe Burrow,QB,Cincinnati Bengals,Sam LaPorta,TE,Detroit Lions
219,Team 1312,Amon-Ra St. Brown,WR,Detroit Lions,A.J. Brown,WR,Philadelphia Eagles,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,Pat Freiermuth,TE,Pittsburgh Steelers,Anthony Richardson,QB,Indianapolis Colts
219,Team 1313,Christian McCaffrey,RB,San Francisco 49ers,Bijan Robinson,RB,Atlanta Falcons,Chris Olave,WR,New Orleans Saints,Deebo Samuel,WR,San Francisco 49ers,Trey McBride,TE,Arizona Cardinals,Tua Tagovailoa,QB,Miami Dolphins
219,Team 1314,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Saquon Barkley,RB,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,Brock Bowers,TE,Las Vegas Raiders,Jalen Hurts,QB,Philadelphia Eagles
220,Team 1315,Christian McCaffrey,RB,San Francisco 49ers,Marvin Harrison,WR,Arizona Cardinals,Jonathan Taylor,RB,Indianapolis Colts,Mike Evans,WR,Tampa Bay Buccaneers,Josh Allen,QB,Buffalo Bills,Trey McBride,TE,Arizona Cardinals
220,Team 1316,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Jahmyr Gibbs,RB,Detroit Lions,Davante Adams,WR,Las Vegas Raiders,Brock Bowers,TE,Las Vegas Raiders,Caleb Williams,QB,Chicago Bears
220,Team 1317,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,De'Von Achane,RB,Miami Dolphins,Jake Ferguson,TE,Dallas Cowboys,Dak Prescott,QB,Dallas Cowboys
220,Team 1318,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,Joe Burrow,QB,Cincinnati Bengals,Dalton Kincaid,TE,Buffalo Bills
220,Team 1319,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Brandon Aiyuk,WR,San Francisco 49ers,Deebo Samuel,WR,San Francisco 49ers,Patrick Mahomes,QB,Kansas City Chiefs,Travis Kelce,TE,Kansas City Chiefs
220,Team 1320,Amon-Ra St. Brown,WR,Detroit Lions,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Jared Goff,QB,Detroit Lions,Sam LaPorta,TE,Detroit Lions
221,Team 1321,Christian McCaffrey,RB,San Francisco 49ers,Jahmyr Gibbs,RB,Detroit Lions,Nico Collins,WR,Houston Texans,Brandon Aiyuk,WR,San Francisco 49ers,Sam LaPorta,TE,Detroit Lions,Brock Purdy,QB,San Francisco 49ers
221,Team 1322,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,Derrick Henry,RB,Baltimore Ravens,Trey McBride,TE,Arizona Cardinals,Kyler Murray,QB,Arizona Cardinals
221,Team 1323,CeeDee Lamb,WR,Dallas Cowboys,A.J. Brown,WR,Philadelphia Eagles,Jonathan Taylor,RB,Indianapolis Colts,DeVonta Smith,WR,Philadelphia Eagles,Jalen Hurts,QB,Philadelphia Eagles,Dalton Schultz,TE,Houston Texans
221,Team 1324,Ja'Marr Chase,WR,Cincinnati Bengals,Puka Nacua,WR,Los Angeles Rams,Chris Olave,WR,New Orleans Saints,De'Von Achane,RB,Miami Dolphins,Mark Andrews,TE,Baltimore Ravens,Patrick Mahomes,QB,Kansas City Chiefs
221,Team 1325,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Saquon Barkley,RB,Philadelphia Eagles,Deebo Samuel,WR,San Francisco 49ers,Josh Allen,QB,Buffalo Bills,Dalton Kincaid,TE,Buffalo Bills
221,Team 1326,Amon-Ra St. Brown,WR,Detroit Lions,Bijan Robinson,RB,Atlanta Falcons,Drake London,WR,Atlanta Falcons,Davante Adams,WR,Las Vegas Raiders,Jared Goff,QB,Detroit Lions,Brock Bowers,TE,Las Vegas Raiders
222,Team 1327,Christian McCaffrey,RB,San Francisco 49ers,Garrett Wilson,WR,NY Jets,Jahmyr Gibbs,RB,Detroit Lions,Chris Olave,WR,New Orleans Saints,Sam LaPorta,TE,Detroit Lions,Anthony Richardson,QB,Indianapolis Colts
222,Team 1328,CeeDee Lamb,WR,Dallas Cowboys,Marvin Harrison,WR,Arizona Cardinals,Drake London,WR,Atlanta Falcons,Derrick Henry,RB,Baltimore Ravens,Dak Prescott,QB,Dallas Cowboys,Trey McBride,TE,Arizona Cardinals
222,Team 1329,Tyreek Hill,WR,Miami Dolphins,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,Dalton Kincaid,TE,Buffalo Bills
222,Team 1330,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Nico Collins,WR,Houston Texans,De'Von Achane,RB,Miami Dolphins,Brock Bowers,TE,Las Vegas Raiders,Lamar Jackson,QB,Baltimore Ravens
222,Team 1331,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Deebo Samuel,WR,San Francisco 49ers,Brandon Aiyuk,WR,San Francisco 49ers,Caleb Williams,QB,Chicago Bears,Dalton Schultz,TE,Houston Texans
222,Team 1332,Bijan Robinson,RB,Atlanta Falcons,Amon-Ra St. Brown,WR,Detroit Lions,Davante Adams,WR,Las Vegas Raiders,Saquon Barkley,RB,Philadelphia Eagles,Jalen Hurts,QB,Philadelphia Eagles,Dallas Goedert,TE,Philadelphia Eagles
223,Team 1333,Christian McCaffrey,RB,San Francisco 49ers,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,DeVonta Smith,WR,Philadelphia Eagles,Josh Allen,QB,Buffalo Bills,Dalton Kincaid,TE,Buffalo Bills
223,Team 1334,CeeDee Lamb,WR,Dallas Cowboys,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,Jaylen Waddle,WR,Miami Dolphins,Jake Ferguson,TE,Dallas Cowboys,Kyler Murray,QB,Arizona Cardinals
223,Team 1335,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,Davante Adams,WR,Las Vegas Raiders,Patrick Mahomes,QB,Kansas City Chiefs,Brock Bowers,TE,Las Vegas Raiders
223,Team 1336,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,De'Von Achane,RB,Miami Dolphins,Dallas Goedert,TE,Philadelphia Eagles,Tua Tagovailoa,QB,Miami Dolphins
223,Team 1337,Bijan Robinson,RB,Atlanta Falcons,Amon-Ra St. Brown,WR,Detroit Lions,Nico Collins,WR,Houston Texans,Deebo Samuel,WR,San Francisco 49ers,Dalton Schultz,TE,Houston Texans,Jared Goff,QB,Detroit Lions
223,Team 1338,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Saquon Barkley,RB,Philadelphia Eagles,Brandon Aiyuk,WR,San Francisco 49ers,Jalen Hurts,QB,Philadelphia Eagles,Mark Andrews,TE,Baltimore Ravens
224,Team 1339,Christian McCaffrey,RB,San Francisco 49ers,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,Deebo Samuel,WR,San Francisco 49ers,Trey McBride,TE,Arizona Cardinals,Trevor Lawrence,QB,Jacksonville Jaguars
224,Team 1340,Amon-Ra St. Brown,WR,Detroit Lions,Jahmyr Gibbs,RB,Detroit Lions,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Patrick Mahomes,QB,Kansas City Chiefs,Travis Kelce,TE,Kansas City Chiefs
224,Team 1341,CeeDee Lamb,WR,Dallas Cowboys,A.J. Brown,WR,Philadelphia Eagles,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Dak Prescott,QB,Dallas Cowboys,Jake Ferguson,TE,Dallas Cowboys
224,Team 1342,Tyreek Hill,WR,Miami Dolphins,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,De'Von Achane,RB,Miami Dolphins,Anthony Richardson,QB,Indianapolis Colts,Dalton Kincaid,TE,Buffalo Bills
224,Team 1343,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Chris Olave,WR,New Orleans Saints,Saquon Barkley,RB,Philadelphia Eagles,Caleb Williams,QB,Chicago Bears,Dallas Goedert,TE,Philadelphia Eagles
224,Team 1344,Ja'Marr Chase,WR,Cincinnati Bengals,Bijan Robinson,RB,Atlanta Falcons,Davante Adams,WR,Las Vegas Raiders,Brandon Aiyuk,WR,San Francisco 49ers,Brock Bowers,TE,Las Vegas Raiders,Kyler Murray,QB,Arizona Cardinals
225,Team 1345,Christian McCaffrey,RB,San Francisco 49ers,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,De'Von Achane,RB,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,Trey McBride,TE,Arizona Cardinals
225,Team 1346,Tyreek Hill,WR,Miami Dolphins,Jahmyr Gibbs,RB,Detroit Lions,Drake London,WR,Atlanta Falcons,Mike Evans,WR,Tampa Bay Buccaneers,Sam LaPorta,TE,Detroit Lions,Caleb Williams,QB,Chicago Bears
225,Team 1347,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,Anthony Richardson,QB,Indianapolis Colts,Travis Kelce,TE,Kansas City Chiefs
225,Team 1348,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Davante Adams,WR,Las Vegas Raiders,David Njoku,TE,Cleveland Browns,Joe Burrow,QB,Cincinnati Bengals
225,Team 1349,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Deebo Samuel,WR,San Francisco 49ers,Chris Olave,WR,New Orleans Saints,Dallas Goedert,TE,Philadelphia Eagles,Dak Prescott,QB,Dallas Cowboys
225,Team 1350,A.J. Brown,WR,Philadelphia Eagles,Amon-Ra St. Brown,WR,Detroit Lions,Brandon Aiyuk,WR,San Francisco 49ers,Saquon Barkley,RB,Philadelphia Eagles,Jared Goff,QB,Detroit Lions,Jake Ferguson,TE,Dallas Cowboys
226,Team 1351,Christian McCaffrey,RB,San Francisco 49ers,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,De'Von Achane,RB,Miami Dolphins,Dalton Kincaid,TE,Buffalo Bills,Trevor Lawrence,QB,Jacksonville Jaguars
226,Team 1352,CeeDee Lamb,WR,Dallas Cowboys,Jahmyr Gibbs,RB,Detroit Lions,Drake London,WR,Atlanta Falcons,Mike Evans,WR,Tampa Bay Buccaneers,Jake Ferguson,TE,Dallas Cowboys,Dak Prescott,QB,Dallas Cowboys
226,Team 1353,Tyreek Hill,WR,Miami Dolphins,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,Anthony Richardson,QB,Indianapolis Colts,Travis Kelce,TE,Kansas City Chiefs
226,Team 1354,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,Saquon Barkley,RB,Philadelphia Eagles,Joe Burrow,QB,Cincinnati Bengals,Pat Freiermuth,TE,Pittsburgh Steelers
226,Team 1355,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Deebo Samuel,WR,San Francisco 49ers,Brandon Aiyuk,WR,San Francisco 49ers,Jordan Love,QB,Green Bay Packers,Mark Andrews,TE,Baltimore Ravens
226,Team 1356,Amon-Ra St. Brown,WR,Detroit Lions,Breece Hall,RB,NY Jets,Davante Adams,WR,Las Vegas Raiders,Nico Collins,WR,Houston Texans,Brock Bowers,TE,Las Vegas Raiders,Lamar Jackson,QB,Baltimore Ravens
227,Team 1357,Tyreek Hill,WR,Miami Dolphins,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,De'Von Achane,RB,Miami Dolphins,Jared Goff,QB,Detroit Lions,Pat Freiermuth,TE,Pittsburgh Steelers
227,Team 1358,Christian McCaffrey,RB,San Francisco 49ers,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,Davante Adams,WR,Las Vegas Raiders,Brock Purdy,QB,San Francisco 49ers,Brock Bowers,TE,Las Vegas Raiders
227,Team 1359,CeeDee Lamb,WR,Dallas Cowboys,Garrett Wilson,WR,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,Mike Evans,WR,Tampa Bay Buccaneers,Caleb Williams,QB,Chicago Bears,Jake Ferguson,TE,Dallas Cowboys
227,Team 1360,Justin Jefferson,WR,Minnesota Vikings,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Brandon Aiyuk,WR,San Francisco 49ers,Dallas Goedert,TE,Philadelphia Eagles,Jordan Love,QB,Green Bay Packers
227,Team 1361,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Deebo Samuel,WR,San Francisco 49ers,Joe Burrow,QB,Cincinnati Bengals,Trey McBride,TE,Arizona Cardinals
227,Team 1362,Amon-Ra St. Brown,WR,Detroit Lions,Bijan Robinson,RB,Atlanta Falcons,Chris Olave,WR,New Orleans Saints,Jaylen Waddle,WR,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,Sam LaPorta,TE,Detroit Lions
228,Team 1363,Christian McCaffrey,RB,San Francisco 49ers,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,Malik Nabers,WR,NY Giants,Brock Purdy,QB,San Francisco 49ers,Jake Ferguson,TE,Dallas Cowboys
228,Team 1364,CeeDee Lamb,WR,Dallas Cowboys,Marvin Harrison,WR,Arizona Cardinals,Jahmyr Gibbs,RB,Detroit Lions,Deebo Samuel,WR,San Francisco 49ers,Sam LaPorta,TE,Detroit Lions,Dak Prescott,QB,Dallas Cowboys
228,Team 1365,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,Brandon Aiyuk,WR,San Francisco 49ers,Josh Allen,QB,Buffalo Bills,Dalton Kincaid,TE,Buffalo Bills
228,Team 1366,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,Jalen Hurts,QB,Philadelphia Eagles,Mark Andrews,TE,Baltimore Ravens
228,Team 1367,Amon-Ra St. Brown,WR,Detroit Lions,Breece Hall,RB,NY Jets,Davante Adams,WR,Las Vegas Raiders,De'Von Achane,RB,Miami Dolphins,Jared Goff,QB,Detroit Lions,Brock Bowers,TE,Las Vegas Raiders
228,Team 1368,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Dalton Schultz,TE,Houston Texans,Lamar Jackson,QB,Baltimore Ravens
229,Team 1369,Tyreek Hill,WR,Miami Dolphins,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,Mike Evans,WR,Tampa Bay Buccaneers,Sam LaPorta,TE,Detroit Lions,Jordan Love,QB,Green Bay Packers
229,Team 1370,Christian McCaffrey,RB,San Francisco 49ers,Garrett Wilson,WR,NY Jets,Drake London,WR,Atlanta Falcons,Brandon Aiyuk,WR,San Francisco 49ers,Jalen Hurts,QB,Philadelphia Eagles,Travis Kelce,TE,Kansas City Chiefs
229,Team 1371,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,Jake Ferguson,TE,Dallas Cowboys
229,Team 1372,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,De'Von Achane,RB,Miami Dolphins,Josh Allen,QB,Buffalo Bills,Dallas Goedert,TE,Philadelphia Eagles
229,Team 1373,Amon-Ra St. Brown,WR,Detroit Lions,Justin Jefferson,WR,Minnesota Vikings,Nico Collins,WR,Houston Texans,Saquon Barkley,RB,Philadelphia Eagles,Dalton Schultz,TE,Houston Texans,Jared Goff,QB,Detroit Lions
229,Team 1374,Breece Hall,RB,NY Jets,Bijan Robinson,RB,Atlanta Falcons,Deebo Samuel,WR,San Francisco 49ers,Davante Adams,WR,Las Vegas Raiders,Brock Bowers,TE,Las Vegas Raiders,Brock Purdy,QB,San Francisco 49ers
230,Team 1375,Christian McCaffrey,RB,San Francisco 49ers,Puka Nacua,WR,Los Angeles Rams,Jahmyr Gibbs,RB,Detroit Lions,Cooper Kupp,WR,Los Angeles Rams,Jared Goff,QB,Detroit Lions,Brock Bowers,TE,Las Vegas Raiders
230,Team 1376,CeeDee Lamb,WR,Dallas Cowboys,Marvin Harrison,WR,Arizona Cardinals,Jonathan Taylor,RB,Indianapolis Colts,Brandon Aiyuk,WR,San Francisco 49ers,Trey McBride,TE,Arizona Cardinals,Kyler Murray,QB,Arizona Cardinals
230,Team 1377,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Drake London,WR,Atlanta Falcons,De'Von Achane,RB,Miami Dolphins,Jayden Daniels,QB,Washington Commanders,Sam LaPorta,TE,Detroit Lions
230,Team 1378,Amon-Ra St. Brown,WR,Detroit Lions,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,Dallas Goedert,TE,Philadelphia Eagles,Lamar Jackson,QB,Baltimore Ravens
230,Team 1379,Ja'Marr Chase,WR,Cincinnati Bengals,Bijan Robinson,RB,Atlanta Falcons,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Joe Burrow,QB,Cincinnati Bengals,Dalton Schultz,TE,Houston Texans
230,Team 1380,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Chris Olave,WR,New Orleans Saints,Deebo Samuel,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Dalton Kincaid,TE,Buffalo Bills
231,Team 1381,Christian McCaffrey,RB,San Francisco 49ers,Jahmyr Gibbs,RB,Detroit Lions,Drake London,WR,Atlanta Falcons,Deebo Samuel,WR,San Francisco 49ers,Caleb Williams,QB,Chicago Bears,Dalton Schultz,TE,Houston Texans
231,Team 1382,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Chris Olave,WR,New Orleans Saints,Kyren Williams,RB,Los Angeles Rams,Anthony Richardson,QB,Indianapolis Colts,Sam LaPorta,TE,Detroit Lions
231,Team 1383,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,De'Von Achane,RB,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,David Njoku,TE,Cleveland Browns
231,Team 1384,Justin Jefferson,WR,Minnesota Vikings,A.J. Brown,WR,Philadelphia Eagles,Jonathan Taylor,RB,Indianapolis Colts,Brandon Aiyuk,WR,San Francisco 49ers,Trey McBride,TE,Arizona Cardinals,Patrick Mahomes,QB,Kansas City Chiefs
231,Team 1385,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Joe Burrow,QB,Cincinnati Bengals,Travis Kelce,TE,Kansas City Chiefs
231,Team 1386,Bijan Robinson,RB,Atlanta Falcons,Amon-Ra St. Brown,WR,Detroit Lions,Saquon Barkley,RB,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,Jared Goff,QB,Detroit Lions,Brock Bowers,TE,Las Vegas Raiders
232,Team 1387,Christian McCaffrey,RB,San Francisco 49ers,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,DeVonta Smith,WR,Philadelphia Eagles,Trey McBride,TE,Arizona Cardinals,Kyler Murray,QB,Arizona Cardinals
232,Team 1388,Tyreek Hill,WR,Miami Dolphins,Jahmyr Gibbs,RB,Detroit Lions,Drake London,WR,Atlanta Falcons,Jaylen Waddle,WR,Miami Dolphins,Jordan Love,QB,Green Bay Packers,Sam LaPorta,TE,Detroit Lions
232,Team 1389,CeeDee Lamb,WR,Dallas Cowboys,A.J. Brown,WR,Philadelphia Eagles,Jonathan Taylor,RB,Indianapolis Colts,Saquon Barkley,RB,Philadelphia Eagles,Jalen Hurts,QB,Philadelphia Eagles,Jake Ferguson,TE,Dallas Cowboys
232,Team 1390,Ja'Marr Chase,WR,Cincinnati Bengals,Puka Nacua,WR,Los Angeles Rams,Brandon Aiyuk,WR,San Francisco 49ers,De'Von Achane,RB,Miami Dolphins,Joe Burrow,QB,Cincinnati Bengals,Mark Andrews,TE,Baltimore Ravens
232,Team 1391,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Deebo Samuel,WR,San Francisco 49ers,Davante Adams,WR,Las Vegas Raiders,Brock Bowers,TE,Las Vegas Raiders,Caleb Williams,QB,Chicago Bears
232,Team 1392,Amon-Ra St. Brown,WR,Detroit Lions,Breece Hall,RB,NY Jets,Chris Olave,WR,New Orleans Saints,Nico Collins,WR,Houston Texans,Jared Goff,QB,Detroit Lions,Travis Kelce,TE,Kansas City Chiefs
233,Team 1393,CeeDee Lamb,WR,Dallas Cowboys,Marvin Harrison,WR,Arizona Cardinals,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Travis Kelce,TE,Kansas City Chiefs,Patrick Mahomes,QB,Kansas City Chiefs
233,Team 1394,Christian McCaffrey,RB,San Francisco 49ers,Garrett Wilson,WR,NY Jets,Jahmyr Gibbs,RB,Detroit Lions,Jaylen Waddle,WR,Miami Dolphins,Trevor Lawrence,QB,Jacksonville Jaguars,Jake Ferguson,TE,Dallas Cowboys
233,Team 1395,Tyreek Hill,WR,Miami Dolphins,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Mike Evans,WR,Tampa Bay Buccaneers,Anthony Richardson,QB,Indianapolis Colts,Dalton Kincaid,TE,Buffalo Bills
233,Team 1396,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Nico Collins,WR,Houston Texans,De'Von Achane,RB,Miami Dolphins,Joe Burrow,QB,Cincinnati Bengals,Dalton Schultz,TE,Houston Texans
233,Team 1397,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Deebo Samuel,WR,San Francisco 49ers,Saquon Barkley,RB,Philadelphia Eagles,Caleb Williams,QB,Chicago Bears,Dallas Goedert,TE,Philadelphia Eagles
233,Team 1398,Amon-Ra St. Brown,WR,Detroit Lions,Bijan Robinson,RB,Atlanta Falcons,Chris Olave,WR,New Orleans Saints,Davante Adams,WR,Las Vegas Raiders,Jordan Love,QB,Green Bay Packers,Sam LaPorta,TE,Detroit Lions
